id,shop_name,URL,rate,rocation,comment,smoking
367,ブティック＆喫茶ゆう,https://tabelog.com/tokyo/A1326/A132603/13088528/,, 狛江駅 457m / 喫茶店,,
368,ドトールコーヒーショップ 三ノ輪店,https://tabelog.com/tokyo/A1324/A132401/13108165/,3, 三ノ輪駅 53m / カフェ、コーヒー専門店、喫茶店,,分煙
369,喫茶けやき ことばらんど店,https://tabelog.com/tokyo/A1327/A132701/13199798/,3.06, 町田駅 547m / カフェ、喫茶店,,完全禁煙
370,ティールーム 花,https://tabelog.com/tokyo/A1302/A130201/13044218/,3.04, 竹橋駅 96m / 喫茶店,,
371,サン,https://tabelog.com/tokyo/A1311/A131104/13087870/,3.07, 入谷駅 145m / 喫茶店,,
372,六ペンス,https://tabelog.com/tokyo/A1320/A132001/13235971/,, 武蔵野市 / 喫茶店、カフェ,,完全禁煙
373,和風ステーキキヤビン,https://tabelog.com/tokyo/A1319/A131902/13089593/,, 新中野駅 480m / 喫茶店、ステーキ,,
374,珈琲亭 梓,https://tabelog.com/tokyo/A1328/A132803/13089629/,, 清瀬駅 183m / 喫茶店,,
375,トウキョウ プラザ ホテル 喫茶店,https://tabelog.com/tokyo/A1304/A130404/13054889/,3.01, 新大久保駅 171m / 喫茶店、カフェ・喫茶（その他）、ケーキ,,
376,琥珀亭,https://tabelog.com/tokyo/A1313/A131301/13098726/,3.26, 東銀座駅 235m / 喫茶店,,分煙
377,フアン,https://tabelog.com/tokyo/A1318/A131806/13088488/,, 富士見ケ丘駅 84m / 喫茶店,,
378,ティールーム よし,https://tabelog.com/tokyo/A1324/A132403/13205720/,, 京成高砂駅 271m / 喫茶店,,喫煙可
379,メルシー,https://tabelog.com/tokyo/A1321/A132104/13088774/,, 新井薬師前駅 312m / 喫茶店,,
380,喫茶は～もにぃ 府中グリーンプラザ分館店,https://tabelog.com/tokyo/A1326/A132602/13093545/,3.08, 府中駅 133m / 喫茶店、カレーライス、オムライス,,分煙
381,ポルシェ洋菓子店,https://tabelog.com/tokyo/A1325/A132501/13022785/,3.19, 武蔵小金井駅 293m / ケーキ、パン・サンドイッチ（その他）、喫茶店,,完全禁煙
382,緑の園,https://tabelog.com/tokyo/A1305/A130501/13089569/,, 目白駅 573m / 喫茶店,,
383,サニー,https://tabelog.com/tokyo/A1311/A131102/13075979/,3.19, 浅草（つくばＥＸＰ）駅 192m / 喫茶店,,喫煙可
384,ネズカフェ,https://tabelog.com/tokyo/A1311/A131106/13125052/,3.22, 千駄木駅 506m / 喫茶店,,喫煙可
385,ドトールコーヒーショップ アートヴィレッジ大崎セントラルタワー店,https://tabelog.com/tokyo/A1316/A131604/13053862/,3.01, 大崎駅 323m / 喫茶店,,分煙
386,夢,https://tabelog.com/tokyo/A1319/A131904/13076498/,, 高円寺駅 428m / 喫茶店,,
387,UNCLE JOE,https://tabelog.com/tokyo/A1304/A130404/13226123/,, 新大久保駅 297m / カフェ、スイーツ（その他）、喫茶店,,喫煙可
388,パレット,https://tabelog.com/tokyo/A1330/A133002/13088392/,, 箱根ケ崎駅 347m / 喫茶店,,
389,マリオン,https://tabelog.com/tokyo/A1312/A131203/13138412/,3, 押上駅 518m / 喫茶店,,
390,喫茶室ルノアール 御徒町南口駅前店,https://tabelog.com/tokyo/A1311/A131101/13146872/,3.04, 御徒町駅 48m / 喫茶店,,分煙
391,東京家庭裁判所内食堂,https://tabelog.com/tokyo/A1308/A130802/13102981/,3.07, 霞ケ関駅 288m / 社員食堂、定食・食堂、喫茶店,,完全禁煙
392,ANDERSEN ルミネ立川店,https://tabelog.com/tokyo/A1329/A132901/13047367/,3.04, 立川駅 119m / パン、サンドイッチ、喫茶店,,完全禁煙
393,Ms.Paula,https://tabelog.com/tokyo/A1305/A130501/13113421/,3, 池袋駅 90m / 喫茶店,,喫煙可
394,スヰング,https://tabelog.com/tokyo/A1323/A132304/13076034/,3.15, 十条駅 41m / 喫茶店,,
395,珈夢異,https://tabelog.com/tokyo/A1330/A133003/13132200/,3, 青梅市 / 喫茶店,,
396,カフェ ハピネス,https://tabelog.com/tokyo/A1306/A130601/13184839/,3.16, 明治神宮前駅 275m / 喫茶店,,喫煙可
397,喫茶ギャラリー Geki,https://tabelog.com/tokyo/A1318/A131802/13223823/,3.05, 下北沢駅 160m / カフェ、喫茶店,,
398,カフェディエスプレッソ 町田森野店,https://tabelog.com/tokyo/A1327/A132701/13097393/,3.01, 町田駅 404m / カフェ、喫茶店、ケーキ,,分煙
399,セブン,https://tabelog.com/tokyo/A1317/A131704/13076037/,3, 大田区 / 喫茶店,,
400,椿屋珈琲店 新宿茶寮,https://tabelog.com/tokyo/A1304/A130401/13023347/,3.38, 新宿駅 164m / 喫茶店、コーヒー専門店、カフェ,,分煙
401,大櫃珈琲店,https://tabelog.com/tokyo/A1319/A131905/13206257/,3, 阿佐ケ谷駅 70m / 喫茶店,,
402,カリーナ,https://tabelog.com/tokyo/A1321/A132105/13054645/,3.69, 上井草駅 109m / 喫茶店、サンドイッチ、パン,,喫煙可
403,HAGI CAFE ,https://tabelog.com/tokyo/A1311/A131106/13153660/,3.6, 千駄木駅 282m / カフェ、喫茶店、コーヒー専門店,,完全禁煙
404,豆の木,https://tabelog.com/tokyo/A1329/A132904/13174258/,3.04, めじろ台駅 334m / 喫茶店,,
405,麻布茶房 東大島店,https://tabelog.com/tokyo/A1312/A131202/13087074/,, 東大島駅 446m / 喫茶店,,
406,チェック チェック,https://tabelog.com/tokyo/A1320/A132001/13087170/,3.02, 練馬区 / 喫茶店,,
407,喫茶セピア,https://tabelog.com/tokyo/A1329/A132904/13076403/,3, 北野駅 93m / 喫茶店,,
408,喫茶室 日々の泡,https://tabelog.com/tokyo/A1326/A132601/13227950/,3.05, 仙川駅 191m / 喫茶店,,
409,ミヤマ珈琲 グランエミオ大泉学園店,https://tabelog.com/tokyo/A1321/A132103/13180831/,3.2, 大泉学園駅 106m / 喫茶店、ケーキ、パスタ,,完全禁煙
410,喫茶午後,https://tabelog.com/tokyo/A1321/A132102/13157766/,3.01, 豊島園駅 106m / カレーライス、パスタ、喫茶店,,喫煙可
411,音楽喫茶アカシア,https://tabelog.com/tokyo/A1321/A132101/13130166/,3.08, 小竹向原駅 96m / 喫茶店、カフェ・喫茶（その他）、カフェ,,
412,フレッシュネスバーガー 浅草国際通り店,https://tabelog.com/tokyo/A1311/A131102/13127072/,3.04, 田原町駅 115m / ハンバーガー、カフェ、喫茶店,,分煙
413,斑鳩,https://tabelog.com/tokyo/A1312/A131205/13089467/,, 江戸川区 / 喫茶店,,
414,西洋菓子 しろたえ,https://tabelog.com/tokyo/A1308/A130801/13002850/,3.77, 赤坂見附駅 163m / ケーキ、カフェ、喫茶店,,分煙
415,カフェフーケ 玉川店,https://tabelog.com/tokyo/A1317/A131708/13018248/,3.28, 二子玉川駅 356m / カフェ、喫茶店、カフェ・喫茶（その他）,,喫煙可
416,タリーズコーヒー   東陽町イースト21店,https://tabelog.com/tokyo/A1313/A131303/13053119/,3.02, 東陽町駅 634m / カフェ、喫茶店,,完全禁煙
417,茶茶,https://tabelog.com/tokyo/A1322/A132205/13089371/,, 志村三丁目駅 122m / 喫茶店,,
418,珈琲ヒロカワ,https://tabelog.com/tokyo/A1311/A131101/13057901/,, 湯島駅 168m / 喫茶店,,喫煙可
419,喫茶ベル,https://tabelog.com/tokyo/A1311/A131102/13088599/,, 浅草（つくばＥＸＰ）駅 162m / 喫茶店、バー,,喫煙可
420,フルハウス,https://tabelog.com/tokyo/A1301/A130103/13088563/,, 新橋駅 191m / 喫茶店,,
421,珈琲茶館 集 プレミアム新宿店,https://tabelog.com/tokyo/A1304/A130401/13219318/,3.03, 新宿西口駅 201m / 喫茶店、ケーキ,,
422,ヘルム,https://tabelog.com/tokyo/A1316/A131602/13076207/,3.07, 白金高輪駅 223m / 喫茶店,,
423,茶廊てんとうむし,https://tabelog.com/tokyo/A1329/A132902/13076462/,3.02, 拝島駅 885m / 喫茶店,,
424,珈琲館 大山店,https://tabelog.com/tokyo/A1322/A132203/13116410/,3.01, 大山駅 200m / 喫茶店、サンドイッチ、ケーキ,,喫煙可
425,ベルモント,https://tabelog.com/tokyo/A1309/A130902/13145475/,3.07, 四ツ谷駅 217m / 喫茶店、洋食,,喫煙可
426,珈琲茶館 集 プレミアム渋谷駅前店,https://tabelog.com/tokyo/A1303/A130301/13207618/,3.14, 渋谷駅 319m / 喫茶店,,
427,コーヒー シャトン,https://tabelog.com/tokyo/A1302/A130204/13087928/,3.13, 人形町駅 158m / 喫茶店,,
428,ファリーヌ,https://tabelog.com/tokyo/A1324/A132403/13179917/,3, 京成高砂駅 970m / カフェ、和菓子、喫茶店,,完全禁煙
429,カフェ・デ・マエストロ,https://tabelog.com/tokyo/A1318/A131806/13136720/,3.18, 久我山駅 80m / カフェ、喫茶店、コーヒー専門店,,喫煙可
430,船場,https://tabelog.com/tokyo/A1324/A132403/13076447/,3, 亀有駅 101m / 喫茶店,,
431,ソレイユ,https://tabelog.com/tokyo/A1318/A131814/13088078/,3.04, 成城学園前駅 57m / 喫茶店,,
432,ろあーる,https://tabelog.com/tokyo/A1323/A132302/13078265/,3.06, 大塚駅前駅 176m / コーヒー専門店、喫茶店,,喫煙可
433,スマイル喫茶,https://tabelog.com/tokyo/A1319/A131902/13137452/,3, 中野駅 387m / 喫茶店,,
434,もりもり,https://tabelog.com/tokyo/A1322/A132201/13182357/,3.04, 下板橋駅 254m / 喫茶店、定食・食堂、洋食,,喫煙可
435,デスタン,https://tabelog.com/tokyo/A1316/A131603/13156006/,3.04, 五反田駅 311m / 喫茶店、カフェ,,
436,フレッシュネスバーガー 蒲田店,https://tabelog.com/tokyo/A1315/A131503/13121407/,3.04, 京急蒲田駅 366m / ハンバーガー、カフェ、喫茶店,,分煙
437,スナツクゆき,https://tabelog.com/tokyo/A1312/A131203/13088037/,, 京成曳舟駅 864m / 喫茶店,,
438,上島珈琲店 武蔵小金井店,https://tabelog.com/tokyo/A1325/A132501/13113662/,3.04, 武蔵小金井駅 106m / 喫茶店,,完全禁煙
439,荊棘荊棘屋,https://tabelog.com/tokyo/A1301/A130103/13089177/,, 新橋駅 373m / 喫茶店,,
440,マンボウ,https://tabelog.com/tokyo/A1312/A131204/13088725/,, 江戸川区 / 喫茶店,,喫煙可
441,珈琲舎 ダンケ,https://tabelog.com/tokyo/A1311/A131102/13088122/,3.12, 浅草（つくばＥＸＰ）駅 490m / 喫茶店,,喫煙可
442,スターバックス・コーヒー イオン板橋店,https://tabelog.com/tokyo/A1322/A132203/13032998/,3.03, 東武練馬駅 223m / カフェ、コーヒー専門店、喫茶店,,
443,伴茶夢,https://tabelog.com/tokyo/A1305/A130502/13080907/,3.46, 目白駅 180m / カフェ、喫茶店、コーヒー専門店,,喫煙可
444,ポイント,https://tabelog.com/tokyo/A1317/A131716/13218830/,3, 武蔵新田駅 101m / 喫茶店,,喫煙可
445,グリンピース,https://tabelog.com/tokyo/A1313/A131305/13173196/,, 西葛西駅 112m / 喫茶店、バー,,分煙
446,カフェ・ド・エトワール,https://tabelog.com/tokyo/A1309/A130904/13050599/,3.17, 市ケ谷駅 207m / カフェ、喫茶店、ケーキ,,
447,スリープウォーク,https://tabelog.com/tokyo/A1301/A130103/13038908/,3.13, 新橋駅 253m / バー、喫茶店、バー・お酒（その他）,,喫煙可
448,きゃんどる,https://tabelog.com/tokyo/A1311/A131102/13087714/,3, 浅草（つくばＥＸＰ）駅 519m / 喫茶店,,
449,パンプキン,https://tabelog.com/tokyo/A1312/A131204/13088411/,, 江戸川区 / 喫茶店,,
450,鬼太郎茶屋 深大寺店,https://tabelog.com/tokyo/A1326/A132601/13036786/,3.42, 調布市 / 甘味処、カフェ、喫茶店,,完全禁煙
451,ハナモト,https://tabelog.com/tokyo/A1324/A132401/13092352/,3, 町屋駅前駅 239m / 喫茶店,,
452,リベルテ,https://tabelog.com/tokyo/A1315/A131503/13088909/,3.14, 雑色駅 64m / 喫茶店,,
453,PIVOT,https://tabelog.com/tokyo/A1316/A131602/13152403/,, 白金高輪駅 336m / 喫茶店,,
454,珈琲館 上北沢店,https://tabelog.com/tokyo/A1318/A131809/13087118/,3.03, 上北沢駅 150m / 喫茶店,,分煙
455,フロリダ,https://tabelog.com/tokyo/A1324/A132404/13088580/,3, 竹ノ塚駅 877m / 喫茶店,,
456,ティ、パイン,https://tabelog.com/tokyo/A1323/A132301/13088177/,, 白山駅 685m / 喫茶店,,
457,カフェ桑苑,https://tabelog.com/tokyo/A1328/A132801/13094408/,3.07, 田無駅 143m / 喫茶店,,分煙
458,ラ・ポール,https://tabelog.com/tokyo/A1324/A132403/13088841/,3, 新柴又駅 112m / 喫茶店,,
459,カフェ・ド・クリエ 浜松町店,https://tabelog.com/tokyo/A1314/A131401/13086593/,3.04, 大門駅 51m / 喫茶店、カフェ、カフェ・喫茶（その他）,,分煙
460,喫茶ランドリー,https://tabelog.com/tokyo/A1312/A131201/13217824/,3.05, 森下駅 397m / 喫茶店、カフェ,,
461,利芽以来家,https://tabelog.com/tokyo/A1327/A132701/13156733/,, 町田市 / 喫茶店、その他,,
462,マロンド 世界貿易センター店,https://tabelog.com/tokyo/A1314/A131401/13073818/,3.17, 浜松町駅 107m / パン、サンドイッチ、喫茶店,,
463,ティーハウス はっぱ,https://tabelog.com/tokyo/A1320/A132001/13222211/,3.14, 吉祥寺駅 506m / カフェ、紅茶専門店、喫茶店,,完全禁煙
464,外源堂,https://tabelog.com/tokyo/A1311/A131104/13232283/,3.05, 入谷駅 260m / 甘味処、喫茶店、サンドイッチ,,
465,きたがわ,https://tabelog.com/tokyo/A1315/A131502/13138842/,3.21, 西大井駅 80m / フルーツパーラー、喫茶店、カフェ,,
466,喫茶 ぶどうの木,https://tabelog.com/tokyo/A1304/A130401/13211900/,3.02, 東新宿駅 289m / 喫茶店,,
467,リュミエール,https://tabelog.com/tokyo/A1318/A131806/13076326/,3.04, 三鷹台駅 838m / 喫茶店,,
468,コーヒーハウスまつした,https://tabelog.com/tokyo/A1323/A132305/13151945/,3.07, 赤羽岩淵駅 136m / 喫茶店,,喫煙可
469,舟和 本店,https://tabelog.com/tokyo/A1311/A131102/13003683/,3.56, 浅草（東武・都営・メトロ）駅 293m / 和菓子、甘味処、喫茶店,,完全禁煙
470,星乃珈琲店 原宿店,https://tabelog.com/tokyo/A1306/A130601/13178385/,3.01, 原宿駅 90m / 喫茶店、パンケーキ、コーヒー専門店,,分煙
471,ミーヤカフェ,https://tabelog.com/tokyo/A1301/A130101/13106970/,, 銀座駅 278m / 喫茶店,,分煙
472,ルノアール 神田淡路町店,https://tabelog.com/tokyo/A1310/A131002/13087022/,3.01, 小川町駅 50m / 喫茶店,,
473,フォート,https://tabelog.com/tokyo/A1312/A131201/13088507/,3, 錦糸町駅 171m / 喫茶店、洋食,,
474,コロラド 調布店,https://tabelog.com/tokyo/A1326/A132601/13086652/,3.01, 調布駅 340m / 喫茶店,,
475,オリーブ,https://tabelog.com/tokyo/A1324/A132402/13087486/,, 北千住駅 631m / 喫茶店,,
476,ニユー柳が瀬,https://tabelog.com/tokyo/A1315/A131503/13076110/,, 蓮沼駅 842m / 喫茶店,,
477,ノッポ,https://tabelog.com/tokyo/A1311/A131106/13140810/,3.16, 千駄木駅 347m / 喫茶店、洋食、カフェ,,分煙
478,PUBLIC SHOTO,https://tabelog.com/tokyo/A1303/A130301/13111206/,3.28, 神泉駅 187m / 喫茶店、カフェ、ワインバー,,分煙
479,はじめ,https://tabelog.com/tokyo/A1330/A133001/13165618/,, 武蔵増戸駅 516m / 定食・食堂、喫茶店,,喫煙可
480,ひまわり,https://tabelog.com/tokyo/A1319/A131907/13088467/,3, 西荻窪駅 348m / 喫茶店,,喫煙可
481,アネックス,https://tabelog.com/tokyo/A1315/A131504/13056853/,3, 羽田空港第１ビル駅 70m / そば、カレーライス、喫茶店,,完全禁煙
482,上島珈琲店 広尾店,https://tabelog.com/tokyo/A1307/A130703/13098450/,3.04, 広尾駅 152m / コーヒー専門店、喫茶店,,分煙
483,カフェ ハーモニー,https://tabelog.com/tokyo/A1323/A132304/13138909/,3.15, 東十条駅 152m / 喫茶店、カフェ,,
484,ハニー・コウム,https://tabelog.com/tokyo/A1320/A132002/13076133/,, 武蔵野市 / 喫茶店,,
485,コメダ珈琲店  下丸子店,https://tabelog.com/tokyo/A1317/A131716/13045663/,3.17, 下丸子駅 171m / コーヒー専門店、喫茶店、洋菓子（その他）,,分煙
486,Ksダイニング,https://tabelog.com/tokyo/A1324/A132403/13151444/,3, 京成立石駅 134m / 喫茶店、バー・お酒（その他）,,
487,パンの田島 吉祥寺店,https://tabelog.com/tokyo/A1320/A132001/13213465/,3.34, 吉祥寺駅 103m / パン、喫茶店,,完全禁煙
488,さえずり,https://tabelog.com/tokyo/A1326/A132601/13168342/,3.04, 布田駅 126m / カフェ、喫茶店,,
489,オアシス・ワン,https://tabelog.com/tokyo/A1329/A132904/13087462/,, 八王子市 / 喫茶店,,
490,カフェ・ラ・ミル 吉祥寺ダイヤ街店,https://tabelog.com/tokyo/A1320/A132001/13054958/,3.09, 吉祥寺駅 178m / カフェ、喫茶店、コーヒー専門店,,分煙
491,シェ松尾 池袋東武店,https://tabelog.com/tokyo/A1305/A130501/13017048/,3.5, 池袋駅 64m / 喫茶店、サンドイッチ、パスタ,,完全禁煙
492,カフェ・ベローチェ 代々木三丁目店,https://tabelog.com/tokyo/A1318/A131807/13055675/,3.01, 南新宿駅 583m / コーヒー専門店、カフェ、喫茶店,,分煙
493,めぐみ,https://tabelog.com/tokyo/A1312/A131203/13088765/,, 京成曳舟駅 707m / 喫茶店,,
494,ら・ら・るー,https://tabelog.com/tokyo/A1328/A132801/13076302/,3.02, 西武柳沢駅 22m / 喫茶店,,
495,ころろ,https://tabelog.com/tokyo/A1311/A131102/13057888/,3.04, 浅草（つくばＥＸＰ）駅 666m / 喫茶店,,喫煙可
496,マーブル,https://tabelog.com/tokyo/A1316/A131603/13076233/,3.04, 大崎広小路駅 343m / 喫茶店,,喫煙可
497,アマメリア エスプレッソ,https://tabelog.com/tokyo/A1317/A131710/13114545/,3.65, 武蔵小山駅 166m / コーヒー専門店、カフェ、喫茶店,,完全禁煙
498,珈琲 オリーブ,https://tabelog.com/tokyo/A1321/A132101/13075846/,3.04, 東長崎駅 73m / 喫茶店,,
499,喫茶室「十八番」,https://tabelog.com/tokyo/A1308/A130803/13051194/,3.06, 半蔵門駅 408m / 喫茶店,,
500,泉,https://tabelog.com/tokyo/A1312/A131202/13089340/,3.06, 平井駅 774m / 喫茶店,,
501,ディー・エル・カフェ 皇居前店,https://tabelog.com/tokyo/A1301/A130102/13172639/,3.04, 日比谷駅 166m / 喫茶店、コーヒー専門店、カフェ,,完全禁煙
502,フレッシュネスバーガー 東池袋店,https://tabelog.com/tokyo/A1305/A130501/13040492/,3.09, 東池袋駅 117m / ハンバーガー、カフェ、喫茶店,,喫煙可
503,桜ん房,https://tabelog.com/tokyo/A1318/A131814/13091826/,3.04, 成城学園前駅 504m / 喫茶店,,完全禁煙
504,ヴァンダイク,https://tabelog.com/tokyo/A1311/A131101/13192271/,3.03, 新御徒町駅 162m / 喫茶店,,
505,カフェ ボヌール,https://tabelog.com/tokyo/A1315/A131504/13216006/,3.02, 糀谷駅 497m / カフェ、喫茶店、バー,,
506,珈琲館 竹の塚店,https://tabelog.com/tokyo/A1324/A132404/13181598/,3.01, 竹ノ塚駅 130m / 喫茶店,,喫煙可
507,ジロー,https://tabelog.com/tokyo/A1302/A130203/13088007/,, 茅場町駅 155m / 喫茶店,,
508,CAFE DI ESPRESSO 珈琲館 鷺ノ宮店,https://tabelog.com/tokyo/A1321/A132104/13100714/,3.03, 鷺ノ宮駅 54m / カフェ、喫茶店、ケーキ,,分煙
509,イクトス,https://tabelog.com/tokyo/A1322/A132203/13123389/,3.12, 上板橋駅 367m / パン、ケーキ、喫茶店,,完全禁煙
510,サンテルモ,https://tabelog.com/tokyo/A1312/A131202/13087886/,, 大島駅 189m / 喫茶店,,
511,POEM,https://tabelog.com/tokyo/A1312/A131203/13127608/,3.08, 小村井駅 225m / 喫茶店、バー,,
512,喫茶室ルノアール 高円寺北口駅前店,https://tabelog.com/tokyo/A1319/A131904/13107033/,3.03, 高円寺駅 94m / 喫茶店,,分煙
513,コーヒーハウス チロル,https://tabelog.com/tokyo/A1328/A132803/13107548/,3.08, 清瀬駅 342m / コーヒー専門店、喫茶店、洋食,,喫煙可
514,喫茶レストラン縄,https://tabelog.com/tokyo/A1307/A130702/13022202/,3.2, 麻布十番駅 139m / 喫茶店、洋食、定食・食堂,,
515,カフエクレイン,https://tabelog.com/tokyo/A1303/A130302/13087580/,, 恵比寿駅 557m / 喫茶店,,
516,フレッシュネスバーガー 高田馬場店,https://tabelog.com/tokyo/A1305/A130503/13110336/,3.05, 高田馬場駅 301m / ハンバーガー、カフェ、喫茶店,,分煙
517,喫茶アイリス,https://tabelog.com/tokyo/A1324/A132401/13119961/,3.16, 三河島駅 176m / 喫茶店、カフェ,,喫煙可
518,チェリー,https://tabelog.com/tokyo/A1323/A132303/13088138/,3.04, 荒川遊園地前駅 29m / 喫茶店,,喫煙可
519,エスカイヤ,https://tabelog.com/tokyo/A1324/A132404/13087423/,, 大師前駅 616m / 喫茶店,,
520,ハンモック,https://tabelog.com/tokyo/A1302/A130203/13076145/,3, 茅場町駅 323m / 喫茶店,,
521,ジヤツクと豆の木,https://tabelog.com/tokyo/A1301/A130103/13076000/,, 新橋駅 73m / 喫茶店,,
522,パコ,https://tabelog.com/tokyo/A1323/A132303/13088342/,3, 小台駅 758m / 喫茶店,,
523,チェリー,https://tabelog.com/tokyo/A1315/A131503/13043562/,3.49, 蒲田駅 248m / 喫茶店、洋食,,喫煙可
524,喫茶店 ハヤシヤ,https://tabelog.com/tokyo/A1312/A131201/13159203/,3.16, 森下駅 348m / 喫茶店,,
525,海岸カフェ,https://tabelog.com/tokyo/A1314/A131402/13130817/,3.17, 芝浦ふ頭駅 380m / 喫茶店、カフェ,,分煙
526,珈琲館 飯田橋店,https://tabelog.com/tokyo/A1309/A130905/13025105/,3.09, 飯田橋駅 149m / カフェ、喫茶店、サンドイッチ,,分煙
527,シェルブール,https://tabelog.com/tokyo/A1302/A130204/13055191/,3.39, 水天宮前駅 28m / 喫茶店,,喫煙可
528,サマンサ,https://tabelog.com/tokyo/A1324/A132401/13087864/,3.1, 三ノ輪駅 856m / 喫茶店,,
529,みづほ,https://tabelog.com/tokyo/A1328/A132803/13088740/,, 清瀬市 / 喫茶店,,
530,シャノアール 江古田店,https://tabelog.com/tokyo/A1321/A132101/13093889/,3.01, 江古田駅 40m / 喫茶店,,分煙
531,ミナミコーヒースタンド,https://tabelog.com/tokyo/A1312/A131205/13088744/,, 江戸川区 / 喫茶店,,
532,スペースC,https://tabelog.com/tokyo/A1315/A131502/13088043/,3.08, 大森駅 302m / 喫茶店、カフェ,,喫煙可
533,アドリア洋菓子店,https://tabelog.com/tokyo/A1323/A132304/13008777/,3.04, 東十条駅 357m / ケーキ、喫茶店、パン,,分煙
534,クレソン,https://tabelog.com/tokyo/A1326/A132601/13055353/,3.26, 柴崎駅 117m / パスタ、喫茶店,,分煙
535,げるぼあ,https://tabelog.com/tokyo/A1302/A130202/13058321/,3.32, 日本橋駅 241m / 喫茶店、洋食,,喫煙可
536,アートラウンジ デュエット,https://tabelog.com/tokyo/A1304/A130401/13039653/,3.39, 都庁前駅 164m / ラウンジ、カフェ、喫茶店,,完全禁煙
537,キャラバンコーヒー 紀ノ国屋国立店,https://tabelog.com/tokyo/A1325/A132503/13102057/,3, 国立駅 252m / 喫茶店、カフェ、コーヒー専門店,,完全禁煙
538,ノースカフェ,https://tabelog.com/tokyo/A1308/A130803/13161049/,3.17, 永田町駅 453m / 喫茶店,,完全禁煙
539,カレン,https://tabelog.com/tokyo/A1324/A132401/13075909/,, 南千住駅 76m / 喫茶店,,
540,ランラン,https://tabelog.com/tokyo/A1324/A132403/13088884/,3, 葛飾区 / 喫茶店,,
541,黒猫茶房,https://tabelog.com/tokyo/A1319/A131905/13147051/,3.42, 阿佐ケ谷駅 199m / 喫茶店、インドカレー,,喫煙可
542,キッサカレン,https://tabelog.com/tokyo/A1317/A131707/13075913/,3.03, 桜新町駅 404m / 喫茶店,,喫煙可
543,木村コーヒー店,https://tabelog.com/tokyo/A1323/A132301/13018341/,3, 白山駅 121m / 喫茶店、コーヒー専門店,,
544,カウベル,https://tabelog.com/tokyo/A1314/A131401/13170091/,3, 御成門駅 423m / 喫茶店,,
545,オリーブ,https://tabelog.com/tokyo/A1324/A132402/13087487/,, 千住大橋駅 538m / 喫茶店,,
546,エッセン,https://tabelog.com/tokyo/A1321/A132102/13087427/,, 練馬区 / 喫茶店,,
547,喫茶室ルノアール 日暮里谷中店,https://tabelog.com/tokyo/A1311/A131105/13087037/,3.03, 日暮里駅 206m / 喫茶店,,分煙
548,珈琲館 調布銀座店,https://tabelog.com/tokyo/A1326/A132601/13087132/,3.01, 調布駅 279m / 喫茶店,,
549,蘭,https://tabelog.com/tokyo/A1312/A131203/13120668/,3.06, 鐘ケ淵駅 448m / 喫茶店,,
550,cafe SAWAYA,https://tabelog.com/tokyo/A1309/A130902/13076419/,3.21, 四ツ谷駅 469m / 喫茶店、コーヒー専門店,,
551,楽遊館,https://tabelog.com/tokyo/A1330/A133003/13107087/,, 青梅駅 89m / 喫茶店,,
552,ハトバ コーヒー スタンド,https://tabelog.com/tokyo/A1319/A131907/13193384/,3.06, 西荻窪駅 556m / 喫茶店、コーヒー専門店、カフェ・喫茶（その他）,,完全禁煙
553,カフェ グレース,https://tabelog.com/tokyo/A1302/A130204/13077565/,3.16, 馬喰横山駅 303m / 喫茶店,,
554,珈琲茶館エンゼル,https://tabelog.com/tokyo/A1324/A132401/13227707/,3.03, 三河島駅 408m / 喫茶店,,喫煙可
555,シャルマン,https://tabelog.com/tokyo/A1321/A132102/13087937/,, 練馬高野台駅 524m / 喫茶店,,
556,歳時季,https://tabelog.com/tokyo/A1319/A131906/13142379/,3.07, 荻窪駅 141m / 喫茶店、カフェ,,
557,京橋千疋屋 東京駅一番街店,https://tabelog.com/tokyo/A1302/A130201/13021852/,3.5, 東京駅 85m / フルーツパーラー、パフェ、喫茶店,,完全禁煙
558,ドンファン,https://tabelog.com/tokyo/A1324/A132404/13076096/,3, 梅島駅 389m / 喫茶店,,
559,ル・プリーベ,https://tabelog.com/tokyo/A1311/A131106/13076329/,3.22, 根津駅 234m / 喫茶店、カフェ,,喫煙可
560,志,https://tabelog.com/tokyo/A1324/A132401/13089245/,, 町屋二丁目駅 336m / 喫茶店,,
561,喫茶はなぶさ,https://tabelog.com/tokyo/A1321/A132102/13155209/,3.04, 桜台駅 34m / 喫茶店、カフェ、パフェ,,喫煙可
562,スターバックス・コーヒー 代々木店,https://tabelog.com/tokyo/A1304/A130403/13044547/,3.03, 代々木駅 135m / カフェ、コーヒー専門店、喫茶店,,完全禁煙
563,コメダ珈琲店 新木場駅前店,https://tabelog.com/tokyo/A1313/A131303/13217877/,3.03, 新木場駅 60m / 喫茶店,,
564,ドトールコーヒーショップ 初台南口店,https://tabelog.com/tokyo/A1318/A131807/13086801/,3.09, 初台駅 108m / 喫茶店,,分煙
565,ルビー,https://tabelog.com/tokyo/A1324/A132402/13076337/,, 北千住駅 467m / 喫茶店,,
566,モネ,https://tabelog.com/tokyo/A1301/A130101/13076277/,, 東銀座駅 148m / 喫茶店,,
567,名曲喫茶 ショパン,https://tabelog.com/tokyo/A1322/A132202/13150854/,3.04, 要町駅 455m / 喫茶店、カフェ,,喫煙可
568,フランソワ,https://tabelog.com/tokyo/A1328/A132804/13076182/,3.03, 小平市 / 喫茶店、洋食,,
